name,category,price,old_price,sellable_online,other_colors,short_description,depth,height,width,discounted,width_d,height_d,depth_d,discount_amount,size
IVAR,Bookcases & shelving units,1000.0,1000.0,True,No,"        2 sections/shelves/cabinet,          174x30x179 cm",30.0,179.0,174.0,0,1,1,1,0.0,934380.0
JONAXEL,Bookcases & shelving units,745.0,785.0,True,No,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x173 cm",51.0,173.0,173.0,1,1,1,1,40.0,1526379.0
ALGOT,Bookcases & shelving units,134.6,205.0,True,No,"        Wall upright/shelves/drying rack,          66x61x197 cm",61.0,197.0,66.0,1,1,1,1,70.4,793122.0
OLAUS,Bookcases & shelving units,386.0,446.0,True,No,"        2 shelf sections,          211x36x94 cm",36.0,94.0,211.0,1,1,1,1,60.0,714024.0
IVAR,Bookcases & shelving units,1870.0,1870.0,True,No,"        3 sections/cabinet/shelves,          259x30x226 cm",30.0,226.0,259.0,0,1,1,1,0.0,1756020.0
VITTSJÖ,Bookcases & shelving units,1035.0,1035.0,True,No,"        TV storage combination,          300x36x175 cm",36.0,175.0,300.0,0,1,1,1,0.0,1890000.0
ALGOT,Bookcases & shelving units,321.0,375.0,True,No,"        Shelving unit,          127x41x85 cm",41.0,85.0,127.0,1,1,1,1,54.0,442595.0
EKET,Bookcases & shelving units,75.0,75.0,True,No,"        Underframe,          70x25x10 cm",24.0,10.0,69.0,0,1,1,1,0.0,16560.0
BILLSBRO,Bookcases & shelving units,15.0,15.0,True,No,"        Handle,          40 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
HISHULT,Bookcases & shelving units,17.0,17.0,True,Yes,"        Knob,          23 mm",24.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,24.0
BILLSBRO,Bookcases & shelving units,25.0,25.0,True,No,"        Handle,          120 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
KLACKBERG,Bookcases & shelving units,35.0,35.0,True,No,"        Knob,          35 mm",30.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,30.0
BROR,Bookcases & shelving units,1545.0,1545.0,True,No,"        Shelving unit,          254x40x190 cm",40.0,190.0,254.0,0,1,1,1,0.0,1930400.0
BESTÅ,Bookcases & shelving units,150.0,150.0,True,Yes,"        Top panel for TV,          180x40 cm",40.0,131.09728506787332,180.0,0,1,0,1,0.0,7200.0
OXBERG,Bookcases & shelving units,100.0,100.0,True,Yes,"        Door,          40x97 cm",36.92273730684327,97.0,40.0,0,1,1,0,0.0,3880.0
EKET,Bookcases & shelving units,250.0,250.0,True,Yes,"        Cabinet w door and 1 shelf,          35x35x70 cm",35.0,70.0,35.0,0,1,1,1,0.0,85750.0
BEKANT,Bookcases & shelving units,1495.0,1495.0,True,Yes,"        Shelving unit,          121x134 cm",45.0,134.0,121.0,0,1,1,1,0.0,729630.0
JONAXEL,Bookcases & shelving units,885.0,951.0,True,No,"        Frame/w bskts/clths rl/shlv uts,          198x51x173 cm",51.0,173.0,198.0,1,1,1,1,66.0,1746954.0
SELSVIKEN,Bookcases & shelving units,150.0,150.0,True,Yes,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
ENERYDA,Bookcases & shelving units,35.0,35.0,True,Yes,"        Cup handle,          89 mm",30.0,131.09728506787332,22.0,0,1,0,1,0.0,660.0
ÖSTERNÄS,Bookcases & shelving units,70.0,70.0,True,No,"        Leather handle,          153 mm",36.92273730684327,131.09728506787332,25.0,0,1,0,0,0.0,25.0
IVAR,Bookcases & shelving units,75.0,75.0,True,No,"        Drawer,          39x30x14 cm",30.0,14.0,39.0,0,1,1,1,0.0,16380.0
OXBERG,Bookcases & shelving units,245.0,245.0,True,Yes,"        Panel/glass door,          40x192 cm",36.92273730684327,192.0,40.0,0,1,1,0,0.0,7680.0
IVAR,Bookcases & shelving units,726.0,726.0,True,No,"        Shelving unit with shelves/rails,          174x50x179 cm",50.0,179.0,174.0,0,1,1,1,0.0,1557300.0
IVAR,Bookcases & shelving units,563.0,563.0,True,No,"        Shelving unit with shelves/rails,          174x50x124-179 cm",50.0,131.09728506787332,174.0,0,1,0,1,0.0,8700.0
HAVSTA,Bookcases & shelving units,80.0,80.0,True,Yes,"        Plinth,          81x37x12 cm",37.0,12.0,81.0,0,1,1,1,0.0,35964.0
ALGOT,Bookcases & shelving units,231.6,326.0,True,No,"        Wall upright/shelves,          66x61x197 cm",61.0,197.0,66.0,1,1,1,1,94.4,793122.0
BILLSBRO,Bookcases & shelving units,45.0,45.0,True,Yes,"        Handle,          520 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
KALLAX,Bookcases & shelving units,895.0,895.0,True,Yes,"        Shelving unit with 8 inserts,          147x147 cm",39.0,147.0,147.0,0,1,1,1,0.0,842751.0
BJÄRRED,Bookcases & shelving units,49.0,49.0,True,No,"        Handle,          175 mm",34.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,34.0
SVALNÄS,Bookcases & shelving units,1830.0,1830.0,True,No,"        Wall-mounted workspace combination,          213x35x176 cm",35.0,176.0,213.0,0,1,1,1,0.0,1312080.0
IVAR,Bookcases & shelving units,1085.0,1085.0,True,No,"        3 sections/shelves,          259x50x226 cm",50.0,226.0,259.0,0,1,1,1,0.0,2926700.0
ALGOT,Bookcases & shelving units,234.0,310.0,True,No,"        Wall upright/shelves/rod,          66x41x197 cm",41.0,197.0,66.0,1,1,1,1,76.0,533082.0
BILLSBRO,Bookcases & shelving units,69.0,69.0,True,Yes,"        Handle,          2220 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
EKET,Bookcases & shelving units,1218.0,1277.0,True,Yes,"        Cabinet combination with feet,          140x35x212 cm",35.0,212.0,140.0,1,1,1,1,59.0,1038800.0
BILLY / BOTTNA,Bookcases & shelving units,315.0,315.0,True,Yes,"        Bookcase with display shelf,          80x28x202 cm",28.0,202.0,80.0,0,1,1,1,0.0,452480.0
UPPLEVA,Bookcases & shelving units,199.0,199.0,True,No,"        Bracket for TV, swivel,          37-55 """,36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
BROR,Bookcases & shelving units,2150.0,2150.0,True,No,        Storage w shelves/cabinet/trolley,36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
EKET,Bookcases & shelving units,661.0,661.0,True,Yes,"        Wall-mounted cabinet combination,          175x35x70 cm",35.0,70.0,175.0,0,1,1,1,0.0,428750.0
VITTSJÖ,Bookcases & shelving units,695.0,695.0,True,No,"        Storage combination,          202x36x175 cm",36.0,175.0,202.0,0,1,1,1,0.0,1272600.0
ALGOT,Bookcases & shelving units,528.2,627.0,True,No,"        Wall upright/shelves/rod,          190x40x84 cm",40.0,84.0,190.0,1,1,1,1,98.79999999999995,638400.0
BILLSBRO,Bookcases & shelving units,49.0,49.0,True,No,"        Handle,          1880 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
UPPLEVA,Bookcases & shelving units,145.0,145.0,True,No,"        Wall bracket for TV, tilt/swivel,          19-32 """,36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
ALGOT,Bookcases & shelving units,474.2,557.0,True,No,"        Wall upright/shelves,          190x41x87 cm",41.0,87.0,190.0,1,1,1,1,82.80000000000001,677730.0
GALANT,Bookcases & shelving units,695.0,695.0,True,Yes,"        Add-on unit,          160x80 cm",40.0,80.0,160.0,0,1,1,1,0.0,512000.0
SVALNÄS,Bookcases & shelving units,1840.0,1840.0,True,No,"        Wall-mounted workspace combination,          233x35x176 cm",35.0,176.0,233.0,0,1,1,1,0.0,1435280.0
ALGOT,Bookcases & shelving units,477.0,655.0,True,No,"        Wall upright/shelves/rod,          132x41x199 cm",41.0,199.0,132.0,1,1,1,1,178.0,1076988.0
IVAR,Bookcases & shelving units,498.0,498.0,True,No,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50.0,179.0,89.0,0,1,1,1,0.0,796550.0
HANVIKEN,Bookcases & shelving units,50.0,50.0,True,Yes,"        Drawer front,          60x26 cm",36.92273730684327,26.0,60.0,0,1,1,0,0.0,1560.0
HAVSTA,Bookcases & shelving units,2980.0,2980.0,True,Yes,"        Storage combination w glass doors,          203x47x212 cm",47.0,212.0,203.0,0,1,1,1,0.0,2022692.0
BROR,Bookcases & shelving units,1335.0,1335.0,True,No,"        Shelving unit with cabinets,          161x40x133 cm",40.0,133.0,161.0,0,1,1,1,0.0,856520.0
ALGOT,Bookcases & shelving units,383.8,587.0,True,No,"        Wall upright/shelves/drying rack,          132x61x197 cm",61.0,197.0,132.0,1,1,1,1,203.2,1586244.0
VASSVIKEN,Bookcases & shelving units,100.0,100.0,True,No,"        Door/drawer front,          60x38 cm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
EKET,Bookcases & shelving units,978.0,978.0,True,Yes,"        Wall-mounted cabinet combination,          70x35x105 cm",35.0,105.0,70.0,0,1,1,1,0.0,257250.0
KALLRÖR,Bookcases & shelving units,25.0,25.0,True,No,"        Handle,          213 mm",38.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,38.0
BILLSBRO,Bookcases & shelving units,15.0,15.0,True,No,"        Handle,          40 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
IVAR,Bookcases & shelving units,878.0,878.0,True,No,"        2 sections/shelves,          174x50x226 cm",50.0,226.0,174.0,0,1,1,1,0.0,1966200.0
BAGGANÄS,Bookcases & shelving units,50.0,50.0,True,Yes,"        Handle,          335 mm",31.0,131.09728506787332,9.0,0,1,0,1,0.0,279.0
BROR,Bookcases & shelving units,1335.0,1335.0,True,No,"        Shelving unit,          254x40x190 cm",40.0,190.0,254.0,0,1,1,1,0.0,1930400.0
BILLY,Bookcases & shelving units,20.0,20.0,True,No,        Corner fittings,36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
SINDVIK,Bookcases & shelving units,150.0,150.0,True,Yes,"        Glass door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
MÖLLARP,Bookcases & shelving units,12.0,12.0,True,No,"        Knob,          14 mm",25.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,25.0
KALLVIKEN,Bookcases & shelving units,170.0,170.0,True,No,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
KALLVIKEN,Bookcases & shelving units,135.0,135.0,True,No,"        Door/drawer front,          60x38 cm",36.92273730684327,38.0,60.0,0,1,1,0,0.0,2280.0
KALLVIKEN,Bookcases & shelving units,95.0,95.0,True,No,"        Drawer front,          60x26 cm",36.92273730684327,26.0,60.0,0,1,1,0,0.0,1560.0
BROR,Bookcases & shelving units,530.0,530.0,True,No,"        Shelving unit,          85x40x190 cm",40.0,190.0,85.0,0,1,1,1,0.0,646000.0
IVAR,Bookcases & shelving units,39.0,39.0,True,No,"        Shelf,          42x50 cm",50.0,131.09728506787332,42.0,0,1,0,1,0.0,2100.0
MOSSARYD,Bookcases & shelving units,29.0,29.0,True,No,"        Drop handle,          49 mm",18.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,18.0
EKET,Bookcases & shelving units,20.0,20.0,True,No,"        Suspension rail,          70 cm",1.0,4.0,63.0,0,1,1,1,0.0,252.0
BROR,Bookcases & shelving units,670.0,670.0,True,No,"        Shelving unit with cabinets,          85x40x110 cm",40.0,110.0,85.0,0,1,1,1,0.0,374000.0
VITTSJÖ,Bookcases & shelving units,790.0,790.0,True,No,"        Storage combination,          200x36x175 cm",36.0,175.0,200.0,0,1,1,1,0.0,1260000.0
BESTÅ,Bookcases & shelving units,225.0,225.0,True,No,"        Top panel,          180x42 cm",42.0,131.09728506787332,180.0,0,1,0,1,0.0,7560.0
ALGOT,Bookcases & shelving units,204.0,340.0,True,No,"        Wall upright/shelves,          46x41x197 cm",41.0,197.0,46.0,1,1,1,1,136.0,371542.0
EKET,Bookcases & shelving units,75.0,75.0,True,No,"        Leg,          10 cm",36.92273730684327,10.0,106.5630081300813,0,0,1,0,0.0,10.0
OXBERG,Bookcases & shelving units,80.0,80.0,True,Yes,"        Glass door,          40x35 cm",36.92273730684327,35.0,40.0,0,1,1,0,0.0,1400.0
SVALNÄS,Bookcases & shelving units,310.0,310.0,True,No,"        Cabinet with 2 doors,          61x35 cm",35.0,39.0,61.0,0,1,1,1,0.0,83265.0
BROR,Bookcases & shelving units,90.0,90.0,True,No,"        Post,          110 cm",4.0,110.0,106.5630081300813,0,0,1,1,0.0,440.0
KLIMPEN,Bookcases & shelving units,345.0,345.0,True,Yes,"        Table leg with storage,          58x70 cm",33.0,70.0,58.0,0,1,1,1,0.0,133980.0
HANVIKEN,Bookcases & shelving units,75.0,75.0,True,Yes,"        Door/drawer front,          60x38 cm",36.92273730684327,38.0,60.0,0,1,1,0,0.0,2280.0
STALLARP,Bookcases & shelving units,45.0,45.0,True,No,        Leg,4.0,10.0,4.0,0,1,1,1,0.0,160.0
KALLRÖR,Bookcases & shelving units,45.0,45.0,True,No,"        Handle,          597 mm",38.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,38.0
BESTÅ,Bookcases & shelving units,195.0,195.0,True,Yes,"        Frame,          60x40x128 cm",40.0,128.0,60.0,0,1,1,1,0.0,307200.0
HAVSTA,Bookcases & shelving units,545.0,545.0,True,Yes,"        Shelving unit,          81x35x123 cm",35.0,123.0,81.0,0,1,1,1,0.0,348705.0
SVALNÄS,Bookcases & shelving units,410.0,410.0,True,No,"        Wall-mounted shelf combination,          66x25x176 cm",25.0,176.0,66.0,0,1,1,1,0.0,290400.0
BROR,Bookcases & shelving units,1315.0,1315.0,True,No,"        Shelving unit,          254x55x190 cm",55.0,190.0,254.0,0,1,1,1,0.0,2654300.0
SINDVIK,Bookcases & shelving units,100.0,100.0,True,Yes,"        Glass door,          60x38 cm",36.92273730684327,38.0,60.0,0,1,1,0,0.0,2280.0
HYLLIS,Bookcases & shelving units,141.0,141.0,True,No,"        Shelving units with covers,          180x27x74 cm",27.0,74.0,180.0,0,1,1,1,0.0,359640.0
ALGOT,Bookcases & shelving units,20.0,20.0,True,No,"        Wall upright,          84 cm",36.92273730684327,84.0,4.0,0,1,1,0,0.0,336.0
BROR,Bookcases & shelving units,375.0,375.0,True,No,"        Shelving unit,          65x55x110 cm",55.0,110.0,65.0,0,1,1,1,0.0,393250.0
GLASSVIK,Bookcases & shelving units,195.0,195.0,True,Yes,"        Glass door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
TIMMERVIKEN,Bookcases & shelving units,60.0,60.0,True,No,"        Drawer front,          60x26 cm",36.92273730684327,26.0,60.0,0,1,1,0,0.0,1560.0
BESTÅ,Bookcases & shelving units,2635.0,2635.0,True,Yes,"        TV storage combination/glass doors,          300x42x193 cm",42.0,193.0,300.0,0,1,1,1,0.0,2431800.0
STOCKVIKEN,Bookcases & shelving units,210.0,210.0,True,No,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
BESTÅ,Bookcases & shelving units,480.0,480.0,True,Yes,"        Wall cabinet with 2 doors,          60x22x128 cm",22.0,128.0,60.0,0,1,1,1,0.0,168960.0
ALGOT / SKÅDIS,Bookcases & shelving units,598.0,776.0,True,No,"        Wall upright/shelves/rod,          132x41x199 cm",41.0,199.0,132.0,1,1,1,1,178.0,1076988.0
BROR,Bookcases & shelving units,90.0,90.0,True,No,"        Post,          110 cm",4.0,110.0,106.5630081300813,0,0,1,1,0.0,440.0
SVALNÄS,Bookcases & shelving units,1395.0,1395.0,True,No,"        Wall-mounted storage combination,          130x35x176 cm",35.0,176.0,130.0,0,1,1,1,0.0,800800.0
BILLY / MORLIDEN,Bookcases & shelving units,595.0,595.0,True,Yes,"        Bookcase with glass-doors,          80x30x202 cm",30.0,202.0,80.0,0,1,1,1,0.0,484800.0
IVAR,Bookcases & shelving units,365.0,365.0,True,No,"        1 section/bottle racks,          89x30x124 cm",30.0,124.0,89.0,0,1,1,1,0.0,331080.0
GALANT,Bookcases & shelving units,395.0,395.0,True,Yes,"        Add-on unit,          80x80 cm",40.0,80.0,80.0,0,1,1,1,0.0,256000.0
EKET,Bookcases & shelving units,1260.0,1378.0,True,Yes,"        Cabinet combination with feet,          210x35x180 cm",35.0,180.0,210.0,1,1,1,1,118.0,1323000.0
BROR,Bookcases & shelving units,1345.0,1345.0,True,No,"        Shelving unit,          234x55x190 cm",55.0,190.0,234.0,0,1,1,1,0.0,2445300.0
BESTÅ,Bookcases & shelving units,1215.0,1215.0,True,Yes,"        TV bench,          180x42x48 cm",42.0,48.0,180.0,0,1,1,1,0.0,362880.0
IVAR,Bookcases & shelving units,453.0,453.0,True,No,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50.0,179.0,89.0,0,1,1,1,0.0,796550.0
IVAR,Bookcases & shelving units,245.0,245.0,True,No,"        Shelf,          83x30 cm",30.0,131.09728506787332,83.0,0,1,0,1,0.0,2490.0
IVAR,Bookcases & shelving units,2275.0,2275.0,True,No,"        Shelving unit w cabinets/drawers,          344x30x226 cm",30.0,226.0,344.0,0,1,1,1,0.0,2332320.0
HANVIKEN,Bookcases & shelving units,100.0,100.0,True,Yes,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
VASSVIKEN,Bookcases & shelving units,75.0,75.0,True,No,"        Drawer front,          60x26 cm",36.92273730684327,26.0,60.0,0,1,1,0,0.0,1560.0
BILLY / MORLIDEN,Bookcases & shelving units,1770.0,1770.0,True,Yes,"        Bookcase,          160x30x237 cm",30.0,237.0,160.0,0,1,1,1,0.0,1137600.0
ALGOT,Bookcases & shelving units,347.0,445.0,True,No,"        Wall upright/shelves/rod,          132x41x197 cm",41.0,197.0,132.0,1,1,1,1,98.0,1066164.0
BROR,Bookcases & shelving units,1340.0,1340.0,True,No,"        Shelving unit with cabinets,          170x40x110 cm",40.0,110.0,170.0,0,1,1,1,0.0,748000.0
IVAR,Bookcases & shelving units,1045.0,1045.0,True,No,"        Shelving unit with shelves/rails,          259x50x179 cm",50.0,179.0,259.0,0,1,1,1,0.0,2318050.0
IVAR,Bookcases & shelving units,1745.0,1745.0,True,No,"        Shelving unit w tbl/cabinets/shlvs,          259x30-104x179 cm",30.0,179.0,259.0,0,1,1,1,0.0,1390830.0
SKÄRHAMN,Bookcases & shelving units,29.0,29.0,True,Yes,"        Knob,          22 mm",24.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,24.0
IVAR,Bookcases & shelving units,145.0,145.0,True,No,"        Side unit,          30x179 cm",36.92273730684327,179.0,30.0,0,1,1,0,0.0,5370.0
BOTTNA,Bookcases & shelving units,65.0,65.0,True,No,"        Display shelf,          76x32 cm",36.92273730684327,32.0,76.0,0,1,1,0,0.0,2432.0
IVAR,Bookcases & shelving units,1045.0,1045.0,True,No,"        3 sections/shelves,          219x30x226 cm",30.0,226.0,219.0,0,1,1,1,0.0,1484820.0
IVAR,Bookcases & shelving units,428.0,428.0,True,No,"        Shelving unit with clothes rail,          89x50x226 cm",50.0,226.0,89.0,0,1,1,1,0.0,1005700.0
JONAXEL,Bookcases & shelving units,670.0,671.0,True,No,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",51.0,173.0,173.0,1,1,1,1,1.0,1526379.0
IVAR,Bookcases & shelving units,1980.0,1980.0,True,No,"        Shelving unit w cabinets/drawers,          259x30x179 cm",30.0,179.0,259.0,0,1,1,1,0.0,1390830.0
UPPLEVA,Bookcases & shelving units,145.0,145.0,True,No,"        Wall bracket for TV, fixed,          37-55 """,36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
NOTVIKEN,Bookcases & shelving units,115.0,115.0,True,Yes,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
IVAR,Bookcases & shelving units,990.0,990.0,True,No,"        3 sections/shelves/cabinet,          259x30x124 cm",30.0,124.0,259.0,0,1,1,1,0.0,963480.0
IVAR,Bookcases & shelving units,718.0,718.0,True,No,"        Shelving unit w shelves/drwrs/rail,          174x50x124 cm",50.0,124.0,174.0,0,1,1,1,0.0,1078800.0
IVAR,Bookcases & shelving units,395.0,395.0,True,No,"        Shelving unit,          89x30x179 cm",30.0,179.0,89.0,0,1,1,1,0.0,477930.0
HISHULT,Bookcases & shelving units,35.0,35.0,True,No,"        Handle,          140 mm",37.0,131.09728506787332,12.0,0,1,0,1,0.0,444.0
ORRNÄS,Bookcases & shelving units,29.0,29.0,True,Yes,"        Handle,          170 mm",35.0,131.09728506787332,16.0,0,1,0,1,0.0,560.0
BILLSBRO,Bookcases & shelving units,35.0,35.0,True,No,"        Handle,          320 mm",36.92273730684327,131.09728506787332,106.5630081300813,0,0,0,0,0.0,1.0
IVAR,Bookcases & shelving units,906.0,906.0,True,No,"        2 sections/shelves,          134x50x226 cm",50.0,226.0,134.0,0,1,1,1,0.0,1514200.0
RIKSVIKEN,Bookcases & shelving units,225.0,225.0,True,No,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
KALLAX,Bookcases & shelving units,100.0,100.0,True,No,"        Insert with mirror door,          33x33 cm",38.0,33.0,33.0,0,1,1,1,0.0,41382.0
KALLRÖR,Bookcases & shelving units,35.0,35.0,True,No,"        Handle,          405 mm",38.0,131.09728506787332,106.5630081300813,0,0,0,1,0.0,38.0
IVAR,Bookcases & shelving units,760.0,760.0,True,No,"        Shelving unit with clothes rail,          174x50x226 cm",50.0,226.0,174.0,0,1,1,1,0.0,1966200.0
IVAR,Bookcases & shelving units,440.0,440.0,True,No,"        2 sections/shelves,          134x30x179 cm",30.0,179.0,134.0,0,1,1,1,0.0,719580.0
SVALNÄS,Bookcases & shelving units,1245.0,1245.0,True,No,"        Wall-mounted workspace combination,          150x35x176 cm",35.0,176.0,150.0,0,1,1,1,0.0,924000.0
JONAXEL,Bookcases & shelving units,560.0,560.0,True,No,"        Frame/wire baskets/top shelves,          148x51x104 cm",51.0,104.0,148.0,0,1,1,1,0.0,784992.0
IVAR,Bookcases & shelving units,1225.0,1225.0,True,No,"        Shelving unit w cabinets/drawers,          219x30x226 cm",30.0,226.0,219.0,0,1,1,1,0.0,1484820.0
KOLBJÖRN,Bookcases & shelving units,1145.0,1145.0,True,No,"        Shelving unit with cabinet,          251x37x161 cm",37.0,161.0,251.0,0,1,1,1,0.0,1495207.0
SVALNÄS,Bookcases & shelving units,1620.0,1620.0,True,No,"        Wall-mounted shelf combination,          193x25x176 cm",25.0,176.0,193.0,0,1,1,1,0.0,849200.0
IVAR,Bookcases & shelving units,1013.0,1013.0,True,No,"        3 sections/shelves,          139x50x124-226 cm",50.0,131.09728506787332,139.0,0,1,0,1,0.0,6950.0
ALGOT,Bookcases & shelving units,555.0,645.0,True,No,"        2 sections/shelves,          127x41x180 cm",41.0,180.0,127.0,1,1,1,1,90.0,937260.0
TIMMERVIKEN,Bookcases & shelving units,115.0,115.0,True,No,"        Door,          60x64 cm",36.92273730684327,64.0,60.0,0,1,1,0,0.0,3840.0
BILLY,Bookcases & shelving units,700.0,700.0,True,No,"        Bookcase combination/hght extension,          120x28x237 cm",28.0,237.0,120.0,0,1,1,1,0.0,796320.0
JONAXEL,Bookcases & shelving units,950.0,977.0,True,No,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x207 cm",51.0,207.0,173.0,1,1,1,1,27.0,1826361.0
VITTSJÖ,Bookcases & shelving units,1035.0,1035.0,True,No,"        Storage combination,          300x36x175 cm",36.0,175.0,300.0,0,1,1,1,0.0,1890000.0
JONAXEL,Bookcases & shelving units,975.0,981.0,True,No,"        Frame/mesh baskets/clothes rails,          148x51x207 cm",51.0,207.0,148.0,1,1,1,1,6.0,1562436.0
BROR,Bookcases & shelving units,375.0,375.0,True,No,"        Shelving unit,          85x55x110 cm",55.0,110.0,85.0,0,1,1,1,0.0,514250.0
IVAR,Bookcases & shelving units,1110.0,1110.0,True,No,"        3 sections/shelves,          259x30x179 cm",30.0,179.0,259.0,0,1,1,1,0.0,1390830.0
ALGOT / BROR,Bookcases & shelving units,1311.0,1365.0,True,No,"        Shelving unit with cabinet,          162x41x162 cm",41.0,162.0,162.0,1,1,1,1,54.0,1076004.0
BROR,Bookcases & shelving units,1125.0,1125.0,True,No,"        Shelving unit,          234x55x110 cm",55.0,110.0,234.0,0,1,1,1,0.0,1415700.0
ALGOT,Bookcases & shelving units,388.6,569.0,True,No,        Wall upright/shelves/drying rack,36.92273730684327,131.09728506787332,106.5630081300813,1,0,0,0,180.39999999999998,1.0
IVAR,Bookcases & shelving units,910.0,910.0,True,No,"        Shelving unit w cabinets/drawers,          134x30x179 cm",30.0,179.0,134.0,0,1,1,1,0.0,719580.0
JONAXEL,Bookcases & shelving units,630.0,630.0,True,No,"        Frame/wire baskets/clothes rails,          142-178x51x173 cm",51.0,173.0,106.5630081300813,0,0,1,1,0.0,8823.0
TIMMERVIKEN,Bookcases & shelving units,100.0,100.0,True,No,"        Door/drawer front,          60x38 cm",36.92273730684327,38.0,60.0,0,1,1,0,0.0,2280.0
IVAR,Bookcases & shelving units,75.0,75.0,True,No,"        Drawer,          39x30x14 cm",30.0,14.0,39.0,0,1,1,1,0.0,16380.0
ALGOT,Bookcases & shelving units,245.0,345.0,True,No,"        Wall upright/mesh baskets,          65x41x197 cm",41.0,197.0,65.0,1,1,1,1,100.0,525005.0
ALGOT,Bookcases & shelving units,594.0,690.0,True,No,"        3 sections/shelves,          189x41x170 cm",41.0,170.0,189.0,1,1,1,1,96.0,1317330.0
SVALNÄS,Bookcases & shelving units,2070.0,2070.0,True,No,"        Wall-mounted storage combination,          193x35x176 cm",35.0,176.0,193.0,0,1,1,1,0.0,1188880.0
JONAXEL,Bookcases & shelving units,730.0,730.0,True,No,"        Frame/wire baskets/clothes rails,          142-178x51x173 cm",51.0,173.0,106.5630081300813,0,0,1,1,0.0,8823.0
ALGOT,Bookcases & shelving units,296.0,380.0,True,No,"        Wall upright/shelves,          86x41x197 cm",41.0,197.0,86.0,1,1,1,1,84.0,694622.0
TIMMERVIKEN,Cabinets & cupboards,115.0,115.0,True,No,"        Door,          60x64 cm",37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
BESTÅ,Cabinets & cupboards,1850.0,1850.0,True,Yes,"        Storage combination w glass doors,          120x42x192 cm",42.0,192.0,120.0,0,1,1,1,0.0,967680.0
TIMMERVIKEN,Cabinets & cupboards,100.0,100.0,True,No,"        Door/drawer front,          60x38 cm",37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
BESTÅ,Cabinets & cupboards,820.0,820.0,True,Yes,"        TV bench with drawers,          120x42x48 cm",42.0,48.0,120.0,0,1,1,1,0.0,241920.0
GLASSVIK,Cabinets & cupboards,175.0,175.0,True,Yes,"        Glass door,          60x38 cm",37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
KALLAX,Cabinets & cupboards,250.0,250.0,True,Yes,"        Shelving unit,          77x147 cm",39.0,147.0,77.0,0,1,1,1,0.0,441441.0
EKET,Cabinets & cupboards,311.0,370.0,True,Yes,"        Cabinet combination with legs,          70x35x80 cm",35.0,80.0,70.0,1,1,1,1,59.0,196000.0
IVAR,Cabinets & cupboards,295.0,295.0,True,No,"        Cabinet,          80x30x83 cm",30.0,83.0,80.0,0,1,1,1,0.0,199200.0
LOMMARP,Cabinets & cupboards,1116.0,1395.0,True,No,"        Cabinet with glass doors,          86x199 cm",49.0,199.0,86.0,1,1,1,1,279.0,838586.0
